# IP	Distancia
174.153.196.196	406
174.166.115.216	388
174.168.8.66	312
174.168.232.64	390
174.178.48.176	254
174.183.251.92	282
174.184.54.93	356
174.189.161.245	406
174.190.90.229	315
174.190.208.108	397
174.191.200.10	329
174.200.38.173	352
174.201.168.43	411
174.205.200.86	378
174.207.221.222	349
174.208.157.133	410
174.212.114.91	477
174.214.96.116	375
174.219.201.73	361
174.227.8.113	385
174.234.232.145	245
174.253.205.158	354
175.6.229.17	260
175.8.39.127	442
175.9.72.245	353
175.17.3.45	359
175.19.33.55	610
175.20.147.147	392
175.26.175.14	199
175.27.30.239	296
175.34.116.249	281
175.36.221.98	357
175.43.2.24	301
175.48.227.145	394
175.49.16.110	312
175.51.181.176	363
175.55.61.206	319
175.55.236.159	339
175.63.247.11	486
175.69.96.31	323
175.74.237.205	285
175.79.25.23	312
175.80.229.236	325
175.91.13.247	321
175.107.30.101	326
175.108.85.33	353
234.50.132.220	297
234.54.183.5	373
234.63.195.40	264
234.64.61.248	327
234.70.206.121	561
234.73.33.55	478
234.79.231.86	391
234.91.89.134	363
234.106.165.41	288
234.114.252.94	434
234.116.134.164	390
234.118.51.161	266
234.118.138.247	340
234.119.37.42	359
234.124.47.30	418
234.127.52.132	300
234.128.112.96	425
234.133.72.33	411
234.135.11.36	435
234.137.21.9	368
234.140.96.84	439
234.140.211.217	264
234.148.192.130	456
234.159.243.123	389
234.177.61.91	303
234.180.72.60	283
234.181.227.84	390
234.185.3.22	311
234.189.221.106	416
234.197.46.157	356
234.204.180.48	417
234.226.62.211	272
234.226.66.25	342
234.230.14.49	359
234.240.144.76	316
234.247.79.216	464
234.251.165.229	367
234.251.246.31	370
234.254.80.254	360
234.254.161.113	325
235.13.183.52	385
235.14.221.97	361
235.27.219.163	452
235.28.99.107	395
235.31.242.244	390
235.39.231.37	313
235.40.18.249	394
235.44.28.23	461
235.52.27.38	368
235.53.159.118	287
235.58.65.197	297
235.65.242.54	333
235.72.108.125	476
235.76.105.191	427
235.83.167.241	464
235.85.210.235	462
235.85.232.50	353
235.89.36.145	338
235.92.122.184	488
235.97.39.241	358
235.100.98.180	462
235.105.137.111	299
235.116.110.128	377
235.127.65.134	452
235.130.227.179	380
235.133.114.71	572
235.133.116.243	250
235.144.170.148	380
235.150.250.66	307
235.151.231.100	212
235.157.192.67	318
235.179.198.234	392
235.183.125.29	397
235.185.201.221	322
235.186.42.215	258
235.192.86.186	506
235.193.32.94	342
235.194.101.202	513
235.196.105.200	446
235.200.150.238	448
235.201.200.120	418
235.208.230.26	338
235.216.112.195	302
235.218.232.37	381
235.225.77.194	358
235.236.198.132	292
235.243.178.66	325
235.249.33.154	452
235.249.126.243	381
235.254.253.200	692
236.4.86.167	392
236.5.150.20	363
236.7.5.139	299
236.11.35.244	245
236.12.6.123	448
236.14.181.47	442
236.19.85.133	170
236.28.172.126	478
236.36.223.153	442
236.42.64.20	449
236.46.139.49	241
236.47.12.15	356
236.52.123.177	350
236.59.19.20	349
236.60.245.77	372
236.66.113.10	525
236.72.141.226	386
236.75.20.158	490
236.75.98.9	385
236.79.9.252	392
236.80.127.232	397
236.81.147.58	222
236.87.162.189	373
236.87.201.43	437
236.88.59.26	331
236.91.62.129	391
236.95.162.189	409
236.96.172.102	343
236.101.34.236	551
236.109.41.135	354
236.110.224.243	346
236.112.171.212	350
236.120.45.226	368
236.122.172.87	382
236.123.22.215	363
236.124.60.54	369
236.128.54.214	313
236.133.242.4	458
236.143.141.206	360
236.145.2.169	524
236.156.145.183	398
236.160.235.208	363
236.161.96.112	288
236.164.112.237	251
236.167.97.245	438
236.176.168.202	346
236.177.183.121	234
236.180.137.205	340
236.183.143.102	325
236.185.208.213	411
236.197.170.176	291
236.200.207.21	356
236.200.233.21	347
236.203.60.14	311
236.210.69.92	346
236.210.120.146	77
236.223.45.80	159
236.230.100.12	329
236.230.189.153	312
236.242.172.40	287
236.248.82.124	422
237.8.96.200	379
237.8.241.38	351
237.11.46.96	341
237.15.114.32	497
237.17.152.192	350
237.22.55.68	312
237.25.75.99	365
237.25.183.234	454
237.30.35.23	349
237.33.159.83	364
237.41.35.153	386
237.42.207.62	476
237.56.49.240	430
237.58.196.174	384
237.60.17.127	357
237.61.90.169	620
237.65.78.181	362
237.73.250.68	378
237.75.214.211	438
237.76.107.26	328
237.78.76.219	328
237.82.192.181	261
237.91.100.17	291
237.93.99.82	269
237.112.108.63	351
237.116.78.218	361
237.119.239.167	355
237.124.205.92	524
237.127.155.38	264
237.132.41.1	559
237.133.62.100	295
237.135.151.228	368
237.136.111.92	433
237.137.40.29	372
237.140.166.191	346
237.145.123.186	280
237.146.23.108	250
237.158.176.4	430
237.159.244.54	333
237.167.120.128	371
237.174.181.243	314
237.182.64.124	212
237.182.162.251	373
237.182.184.160	389
237.183.234.142	382
237.185.58.129	343
237.202.17.139	333
237.202.27.124	368
237.210.163.251	386
237.218.117.76	260
237.219.107.208	758
237.227.168.25	514
237.235.154.104	118
237.247.17.144	353
237.248.75.6	446
237.249.251.9	455
238.4.111.38	508
238.5.208.120	477
238.11.91.149	372
238.14.54.83	223
238.20.82.206	347
238.28.147.71	308
238.29.210.208	391
238.31.13.79	340
238.40.208.216	328
238.51.96.129	510
238.53.135.132	574
238.55.228.249	339
238.56.243.235	459
238.60.71.3	390
238.61.178.10	347
238.63.116.169	271
238.68.2.30	362
238.68.129.78	458
238.78.111.119	271
238.80.201.254	341
238.82.241.64	329
238.85.76.37	270
238.93.173.98	400
238.98.53.26	419
238.98.252.55	275
238.99.34.232	430
238.100.151.127	321
238.103.57.203	304
238.105.152.106	434
238.107.134.14	519
238.110.233.105	348
238.110.235.252	261
238.113.73.178	516
238.113.193.92	367
238.123.213.139	434
238.125.248.12	462
238.127.190.176	189
238.128.82.195	404
238.140.182.177	417
238.144.252.122	288
238.151.120.74	284
238.156.93.34	123
238.158.133.3	426
238.176.33.206	454
238.189.90.68	474
238.190.16.186	450
238.190.147.118	308
238.191.5.44	339
238.199.92.100	359
238.201.31.198	491
238.210.66.88	344
238.218.33.247	386
238.221.108.50	221
238.221.127.21	166
238.225.63.36	628
238.233.195.245	634
238.239.23.196	329
238.246.24.78	386
238.247.229.55	351
238.251.15.121	460
239.3.157.112	346
239.14.127.153	326
239.19.203.95	299
239.39.42.149	374
239.44.83.244	565
239.48.241.33	362
239.49.44.194	342
239.56.148.47	377
239.58.234.108	333
239.61.244.12	284
239.61.245.222	398
239.68.61.123	299
239.70.224.207	320
239.70.234.2	388
239.73.240.137	261
239.76.81.41	347
239.78.64.178	432
239.80.236.158	426
239.82.161.168	301
239.85.184.84	474
239.91.244.59	364
239.92.185.45	316
239.104.171.134	470
239.106.125.188	323
239.109.57.211	358
239.121.44.58	613
239.125.117.34	339
239.135.17.35	316
239.136.151.60	365
239.139.157.250	279
239.142.120.12	359
239.165.158.67	229
239.172.8.173	338
239.186.248.47	322
239.188.168.148	421
239.193.208.244	359
239.193.247.221	410
239.200.168.41	378
239.206.236.29	563
239.219.150.4	594
239.220.91.248	526
239.222.143.93	227
239.225.181.96	443
239.231.207.168	399
239.232.145.209	347
239.249.76.40	534
239.250.189.12	428
239.252.142.155	371
240.157.77.254	360
240.170.198.110	409
240.174.230.190	307
240.177.244.186	290
240.179.179.87	388
240.179.202.213	302
240.181.166.170	297
240.182.165.36	234
240.189.254.106	315
240.217.56.199	270
240.220.39.61	269
240.220.225.108	301
240.228.72.152	353
240.234.161.150	403
240.235.239.213	465
240.235.249.202	598
240.240.251.204	281
240.244.73.219	327
240.244.152.107	310
240.245.170.109	335
240.245.211.149	417
240.249.131.144	372
240.252.19.155	353
241.6.238.40	385
241.7.32.161	372
241.9.213.193	289
241.9.250.82	354
241.11.90.99	388
241.13.104.105	403
241.15.145.123	379
241.16.229.244	385
241.21.182.79	408
241.25.63.222	382
241.29.152.18	353
241.34.126.31	298
241.35.19.91	297
241.39.199.179	377
241.40.90.171	270
241.55.169.212	451
241.72.229.220	468
241.83.222.234	415
241.95.49.165	617
241.98.21.221	303
241.110.252.68	336
241.111.102.27	479
241.112.26.211	421
241.120.52.211	366
241.128.22.131	529
241.142.70.100	369
241.146.13.170	492
241.165.253.172	654
241.169.74.145	238
241.175.240.50	282
241.176.204.110	380
241.188.101.236	420
241.192.193.105	292
241.194.253.25	268
241.204.159.191	259
241.205.45.111	393
241.206.199.29	391
241.218.214.204	403
241.223.85.245	285
241.225.185.186	351
241.229.183.197	479
241.232.167.207	406
241.234.45.195	356
241.240.154.211	329
241.241.97.206	296
241.243.60.111	437
242.3.70.140	378
242.6.242.252	425
242.8.78.215	384
242.12.229.87	301
242.25.35.219	358
242.26.178.24	352
242.30.206.50	367
242.31.14.225	447
242.33.234.178	395
242.35.33.211	385
242.38.223.139	327
242.41.168.219	424
242.52.141.252	383
242.54.49.41	506
242.55.188.119	315
242.57.86.69	359
242.68.35.57	316
242.72.54.27	99
242.78.195.7	519
242.80.117.243	297
242.88.72.166	317
242.89.164.168	364
242.96.50.234	357
242.96.62.49	397
242.97.249.68	446
242.102.99.233	450
242.111.100.71	434
242.114.118.193	372
242.126.139.112	296
242.146.109.149	369
242.149.81.146	374
242.151.244.1	303
242.158.235.181	402
242.170.101.200	405
242.187.116.216	224
242.201.183.3	373
242.208.5.205	439
242.208.53.207	406
242.208.192.153	542
242.214.111.226	316
242.216.191.174	667
242.221.212.10	318
242.224.144.235	339
242.234.144.135	212
242.237.41.143	630
242.241.139.23	389
242.244.79.164	427
242.245.169.120	292
242.249.213.229	313
243.13.243.218	279
243.15.166.113	300
243.19.86.208	366
243.19.170.3	119
243.22.181.46	384
243.24.106.36	330
243.32.203.15	388
243.33.119.6	382
243.34.175.140	306
243.39.166.110	445
243.47.240.130	528
243.48.131.211	337
243.56.84.81	531
243.69.110.55	376
243.73.134.245	375
243.80.112.108	405
243.87.164.144	299
243.94.196.186	341
243.96.13.145	347
243.99.228.240	204
243.110.229.127	325
243.111.31.200	282
243.126.53.208	255
243.137.98.133	315
243.141.164.153	571
243.150.187.122	366
243.152.237.148	579
243.154.201.201	280
243.157.61.111	385
243.160.96.114	447
243.167.193.248	416
243.172.38.188	418
243.178.79.14	389
243.183.246.194	332
243.185.164.37	374
243.189.12.237	346
243.193.94.39	273
243.198.101.146	541
243.201.51.69	342
243.201.86.165	391
243.205.106.151	361
243.207.124.160	297
243.212.215.226	421
243.214.135.55	368
243.215.58.126	411
243.215.86.173	428
243.216.36.57	339
243.224.88.33	437
243.237.70.108	404
243.243.118.234	395
243.245.231.194	285
243.247.142.127	369
244.3.177.4	314
244.3.210.114	484
244.7.119.165	267
244.10.248.128	340
244.14.169.30	463
244.15.104.77	322
244.21.228.209	357
244.30.172.110	396
244.32.94.217	394
244.35.46.133	322
244.36.163.165	328
244.38.95.23	473
244.41.234.120	355
244.58.199.242	252
244.62.75.254	309
244.67.92.254	414
244.68.21.97	520
244.68.63.210	266
244.71.69.31	353
244.72.39.40	385
244.73.93.57	323
244.76.209.22	351
244.81.68.162	333
244.92.45.21	357
244.98.198.138	330
244.102.209.132	411
244.106.68.37	276
244.109.172.2	480
244.111.147.191	236
244.112.29.184	314
244.113.40.9	509
244.121.227.14	392
244.128.111.242	423
244.132.88.219	496
244.134.150.157	456
244.135.58.4	439
244.135.201.174	289
244.142.125.190	207
244.142.183.228	262
244.147.180.53	295
244.148.128.250	286
244.161.7.13	572
244.168.110.80	427
244.172.38.47	278
244.173.204.4	288
244.175.54.2	351
244.178.196.103	277
244.186.5.76	237
244.191.122.177	264
244.193.48.215	205
244.193.164.237	554
244.199.164.173	384
244.216.161.194	184
244.217.41.175	469
244.220.177.99	286
244.223.132.76	391
244.223.133.50	901
244.225.42.163	436
244.230.8.238	102
244.246.175.148	389
244.249.194.205	567
244.251.50.136	270
245.31.67.232	391
245.34.122.246	463
245.42.188.61	302
245.44.84.222	271
245.50.81.35	292
245.50.205.41	287
245.51.81.20	296
245.68.66.252	320
245.72.145.14	248
245.78.158.90	305
245.79.148.35	352
245.80.139.169	371
245.83.126.132	331
245.83.248.124	298
245.84.34.29	445
245.84.84.92	416
245.86.39.128	274
245.99.58.59	445
245.101.164.16	260
245.115.184.17	343
245.117.226.232	309
245.119.208.162	278
245.124.8.153	546
245.128.232.92	383
245.129.11.125	305
245.137.104.221	283
245.141.150.240	513
245.146.105.219	562
245.146.132.146	325
245.150.242.203	363
245.154.67.30	391
245.154.84.147	397
245.155.191.188	339
245.164.219.114	289
245.169.45.71	380
245.170.218.139	294
245.174.41.154	330
245.174.134.198	275
245.185.31.217	412
245.193.131.160	363
245.204.34.155	398
245.208.213.40	383
245.214.151.148	110
245.214.203.143	242
245.218.174.11	380
245.226.2.88	431
245.231.159.134	278
245.232.45.14	476
245.232.225.100	249
245.234.91.110	315
245.234.119.83	336
245.252.84.31	389
246.4.32.14	301
246.4.78.60	382
246.12.148.4	432
246.16.16.74	265
246.21.55.247	473
246.21.58.234	285
246.28.161.83	388
246.30.182.179	348
246.34.8.169	354
246.36.110.41	225
246.37.250.76	298
246.41.135.20	438
246.47.128.191	328
246.54.41.139	423
246.57.7.173	287
246.57.69.100	219
246.58.64.103	275
246.58.142.86	295
246.59.145.100	327
246.65.93.202	298
246.67.135.48	308
246.85.205.226	306
246.86.46.185	438
246.88.105.169	359
246.94.65.220	372
246.97.47.121	304
246.99.44.41	336
246.116.24.159	430
246.117.172.78	233
246.118.201.130	331
246.121.19.215	358
246.146.229.93	681
246.152.218.83	371
246.155.109.231	356
246.155.214.115	213
246.155.217.28	696
246.159.158.81	414
246.168.205.117	372
246.168.230.130	306
246.177.123.101	291
246.177.166.69	327
246.179.21.185	274
246.193.173.53	299
246.197.99.150	254
246.200.114.55	331
246.200.138.29	120
246.209.5.45	486
246.219.104.240	30
246.225.30.16	258
246.244.12.191	370
246.246.102.51	478
246.252.30.230	182
247.1.40.132	323
247.15.162.52	351
247.30.201.240	377
247.34.124.227	413
247.36.249.113	348
247.40.18.43	291
247.41.56.122	318
247.45.218.145	310
247.47.71.121	296
247.55.234.107	393
247.56.199.55	459
247.57.157.39	361
247.59.39.163	249
247.59.222.83	287
247.60.146.79	347
247.73.62.111	345
247.75.93.132	296
247.80.249.228	497
247.81.18.1	272
247.82.32.149	333
247.89.45.36	289
247.89.142.238	416
247.93.61.164	363
247.115.40.159	284
247.126.72.31	453
247.126.90.251	273
247.128.161.194	440
247.137.127.241	428
247.140.19.36	139
247.144.33.136	443
247.151.152.250	481
247.152.192.40	377
247.158.81.46	474
247.163.97.165	206
247.163.203.13	425
247.179.207.44	218
247.182.47.233	439
247.198.184.152	322
247.209.13.226	313
247.215.108.67	368
247.219.175.144	267
247.224.99.49	410
247.233.238.170	312
247.233.254.182	519
247.241.187.120	360
247.246.43.217	315
247.249.227.151	341
247.250.27.89	379
248.9.24.133	287
248.9.46.87	452
248.21.197.37	319
248.22.126.29	382
248.27.56.171	325
248.28.200.141	278
248.32.239.115	296
248.46.203.76	327
248.48.251.241	678
248.52.110.18	274
248.56.77.213	385
248.76.138.204	170
248.77.240.125	375
248.78.24.58	414
248.80.92.80	494
248.85.180.90	389
248.94.180.182	468
248.97.112.71	306
248.102.142.94	415
248.103.103.122	418
248.103.147.189	327
248.110.52.130	330
248.114.191.14	365
248.115.41.131	314
248.118.15.173	372
248.120.252.27	261
248.122.57.186	259
248.129.43.5	516
248.130.207.86	455
248.137.234.254	381
248.144.253.50	298
248.147.61.102	312
248.147.229.224	378
248.159.179.223	357
248.161.229.95	441
248.163.187.107	381
248.165.101.195	199
248.178.57.160	331
248.180.161.88	340
248.188.154.251	303
248.193.155.4	386
248.204.96.111	355
248.217.140.45	345
248.223.105.191	394
248.223.128.203	246
248.224.241.218	405
248.226.137.67	429
248.233.14.33	278
248.235.197.80	507
248.238.114.8	445
248.245.163.88	347
248.247.51.7	262
248.253.18.86	324
248.253.88.177	342
248.254.16.83	471
249.2.90.145	309
249.7.143.182	225
249.10.219.196	444
249.13.75.240	429
249.20.99.36	496
249.20.125.101	358
249.27.6.194	407
249.34.88.109	251
249.36.16.93	403
249.36.169.155	287
249.44.39.2	375
249.51.229.188	363
249.57.188.192	401
249.60.104.193	583
249.63.95.76	451
249.78.140.231	282
249.78.248.184	500
249.83.23.52	234
249.85.56.33	367
249.90.26.9	493
249.90.78.246	329
249.90.97.216	367
249.91.192.225	366
249.92.1.54	475
249.93.63.239	334
249.96.3.69	305
249.98.248.39	443
249.99.49.146	328
249.116.113.132	273
249.117.59.199	552
249.119.112.136	380
249.119.113.251	336
249.123.40.71	334
249.125.3.157	366
249.128.28.58	386
249.130.191.8	318
249.136.199.122	320
249.141.51.197	394
249.142.254.104	508
249.143.142.13	479
249.151.43.23	428
249.154.76.123	501
249.166.56.104	327
249.167.8.177	350
249.174.218.139	269
249.175.189.151	385
249.176.201.205	476
249.186.212.154	271
249.187.184.50	317
249.190.74.173	308
249.191.251.23	438
249.196.27.74	562
249.199.45.77	376
249.200.46.15	280
249.201.82.239	419
249.201.93.81	384
249.206.185.62	326
249.207.208.168	390
249.212.199.225	537
249.215.127.25	331
249.222.15.196	359
249.227.242.64	281
249.228.86.120	302
249.234.137.90	579
249.237.207.105	413
249.247.213.136	266
250.10.127.239	456
250.12.9.114	256
250.30.29.154	319
250.34.46.56	318
250.38.172.71	412
250.42.132.183	372
250.43.166.53	403
250.44.135.178	338
250.46.177.236	319
250.49.159.148	339
250.68.217.155	380
250.71.84.174	342
250.75.89.224	109
250.81.164.189	224
250.84.25.82	316
250.100.181.186	322
250.102.170.107	189
250.103.189.53	425
250.104.225.103	399
